candidate_id,symbol,timeframe,pattern_type,strategy_version_id,created_at,feedback_timestamp,correction_source,detected_top,detected_bottom,corrected_top,corrected_bottom,target_delta_top,target_delta_bottom,score,entry_ready,rule_pass_ratio,rule_count,window_len,chart_len,base_high,base_low,base_range_pct,base_duration,current_close,current_pos_in_base,touches_top,touches_bottom,pivot_switches,window_pivots,trendiness,slope_pct_per_bar,rdp_swing_count_total,rdp_swing_count_highs,rdp_swing_count_lows,node_score
XLK_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1417,XLK,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:15.429853Z,2026-02-23T23:20:17.699Z,corrections,215.3535281179124,87.99617886180309,9.47,4.17,-205.8835281179124,-83.82617886180309,0.8193227925384589,0,1.0,4,1418,1418,215.3535281179124,87.99617886180309,0.5913873358340218,45.0,140.8800048828125,0.4152396884035539,2.0,2.0,2.0,4.0,0.0574,0.007,11.0,6.0,5.0,0.8193227925384589
M2K=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_355,M2K=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:53.933592Z,2026-02-23T04:58:59.595Z,corrections,2460.699951171875,1640.699951171875,1996.82,1597.78,-463.87995117187506,-42.91995117187503,0.9430774250008833,0,1.0,4,356,356,2460.699951171875,1640.699951171875,0.3332385159797667,240.0,2643.300048828125,1.2226830459222562,3.0,4.0,9.0,10.0,0.0116,0.0033,13.0,6.0,7.0,0.9430774250008833
ZC=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1333,ZC=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:17.328778Z,2026-02-23T05:36:40.931Z,corrections,804.375,295.125,433.63,295.13,-370.745,0.0049999999999954525,0.8200334927902793,0,1.0,4,1334,1334,804.375,295.125,0.6331002331002331,720.0,438.5,0.2815414825724104,2.0,3.0,5.0,6.0,0.0014,0.0273,10.0,5.0,5.0,0.8200334927902793
RLAY_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_292,RLAY,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:05.608727Z,2026-02-23T22:58:14.677Z,corrections,38.26375102996826,25.862499713897705,12.14,5.65,-26.12375102996826,-20.212499713897706,0.797158498471166,0,0.75,4,293,293,38.26375102996826,25.862499713897705,0.3240992057040583,45.0,8.699999809265137,-1.3839329167043004,3.0,3.0,7.0,8.0,0.1271,0.2981,23.0,11.0,12.0,0.797158498471166
CALX_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_830,CALX,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:31.923942Z,2026-02-23T06:53:41.029Z,corrections,78.31750106811523,31.619999885559082,42.26,31.62,-36.057501068115236,1.1444091896350983e-07,0.8203505303681261,0,1.0,4,831,831,78.31750106811523,31.619999885559082,0.5962588252393528,180.0,55.61000061035156,0.5137320010123785,2.0,2.0,5.0,7.0,0.0094,0.0157,10.0,5.0,5.0,0.8203505303681261
M2K=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_355,M2K=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:53.933592Z,2026-02-23T05:30:01.255Z,corrections,2460.699951171875,1640.699951171875,2021.12,1640.7,-439.5799511718751,4.8828125045474735e-05,0.9430774250008833,0,1.0,4,356,356,2460.699951171875,1640.699951171875,0.3332385159797667,240.0,2643.300048828125,1.2226830459222562,3.0,4.0,9.0,10.0,0.0116,0.0033,13.0,6.0,7.0,0.9430774250008833
EWTX_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_257,EWTX,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:04:25.948678Z,2026-02-24T20:30:50.983Z,corrections,32.38999938964844,11.762499809265137,11.57,5.46,-20.819999389648437,-6.302499809265137,0.8092253522070059,0,1.0,4,258,258,32.38999938964844,11.762499809265137,0.6368477915740768,90.0,30.09000015258789,0.8884983985529763,2.0,2.0,4.0,8.0,0.0235,0.0044,13.0,6.0,7.0,0.8092253522070059
ALRM_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_556,ALRM,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:28.750614Z,2026-02-23T06:49:11.241Z,corrections,78.14049911499023,48.392499923706055,58.98,48.39,-19.160499114990238,-0.002499923706054119,0.9061068271969448,0,1.0,4,557,557,78.14049911499023,48.392499923706055,0.3806988633065618,180.0,45.59000015258789,-0.09420800885120584,2.0,2.0,5.0,6.0,0.011,0.0026,15.0,8.0,7.0,0.9061068271969448
APLS_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_432,APLS,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:29.422924Z,2026-02-23T06:51:00.710Z,corrections,65.85499858856201,33.364999771118164,50.08,33.36,-15.774998588562013,-0.004999771118164631,0.8202003328506358,0,0.75,4,433,433,65.85499858856201,33.364999771118164,0.49335660942656,90.0,22.280000686645508,-0.34118188636317004,2.0,3.0,11.0,12.0,0.0347,0.0098,35.0,18.0,17.0,0.8202003328506358
EDIT_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_525,EDIT,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:03:48.069463Z,2026-02-24T20:26:30.467Z,corrections,35.76749897003174,17.799999237060547,28.61,17.8,-7.157498970031739,7.629394538355427e-07,0.815792951415889,0,0.75,4,526,526,35.76749897003174,17.799999237060547,0.5023415181482355,120.0,1.8899999856948853,-0.8854876575937874,3.0,2.0,7.0,9.0,0.0127,0.0069,21.0,11.0,10.0,0.815792951415889
