candidate_id,symbol,timeframe,pattern_type,strategy_version_id,created_at,feedback_timestamp,label_text,label,label_source,score,entry_ready,rule_pass_ratio,rule_count,window_len,chart_len,base_high,base_low,base_range_pct,base_duration,current_close,current_pos_in_base,touches_top,touches_bottom,pivot_switches,window_pivots,trendiness,slope_pct_per_bar,rdp_swing_count_total,rdp_swing_count_highs,rdp_swing_count_lows,node_score
ALGT_W_scan_rdp_wiggle_base_v1_9797e66f_0_1003,ALGT,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:27:30.026258Z,2026-02-26T05:26:27.357Z,no,0,labels,1.0,1,1.0,3,1004,1004,,,,,102.73999786376953,,,,,,,,,,,1.0
OI_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_1785,OI,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:16:11.009112Z,2026-02-24T20:26:15.953Z,yes,1,labels,0.8158300655033179,0,0.75,4,1786,1786,37.993050664356915,24.590368908914293,0.3527666644578324,120.0,14.739999771118164,-0.7349550871635109,2.0,2.0,4.0,5.0,0.0612,0.0135,24.0,12.0,12.0,0.8158300655033179
EEM_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1192,EEM,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:38.460812Z,2026-02-23T07:29:41.445Z,yes,1,labels,0.85636541591222,0,0.75,4,1193,1193,36.13016299832005,22.67522223974413,0.37240188368930244,360.0,62.34000015258789,2.947971204374288,2.0,2.0,3.0,4.0,0.0135,0.0015,12.0,6.0,6.0,0.85636541591222
ALIT_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_292,ALIT,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:28.519774Z,2026-02-23T06:48:38.776Z,yes,1,labels,0.9019978665943764,0,0.75,4,293,293,9.685838223575534,7.470294740961917,0.22874050045776498,45.0,0.7540000081062317,-2.0,3.0,2.0,4.0,5.0,0.0086,0.0287,32.0,16.0,16.0,0.9019978665943764
AMPH_W_scan_rdp_wiggle_base_v1_9797e66f_0_609,AMPH,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:28:08.730234Z,2026-02-26T05:33:21.855Z,no,0,labels,1.0,1,1.0,3,610,610,,,,,27.969999313354492,,,,,,,,,,,1.0
ZETA_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_246,ZETA,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:31:36.106943Z,2026-02-24T20:21:03.641Z,no,0,labels,0.8199181505427596,0,1.0,4,247,247,38.20000076293945,16.327500343322754,0.5725785335804698,45.0,14.979999542236328,-0.061607076248031446,2.0,2.0,6.0,7.0,0.0196,0.074,10.0,5.0,5.0,0.8199181505427596
ACA_W_scan_rdp_wiggle_base_v1_22bed501_0_381,ACA,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T21:04:35.402607Z,2026-02-26T03:24:40.288Z,no,0,labels,1.0,1,1.0,3,382,382,,,,,127.5,,,,,,,,,,,1.0
ATOM-USD_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_363,ATOM-USD,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:30.329460Z,2026-02-23T06:52:05.709Z,no,0,labels,0.7784981376706077,0,0.75,4,364,364,44.52104949951172,21.384303092956543,0.5196810647244272,45.0,2.188035249710083,-0.8296874377206171,3.0,2.0,6.0,9.0,0.003,0.1041,28.0,14.0,14.0,0.7784981376706077
MGC=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_801,MGC=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:55.484903Z,2026-02-23T05:14:59.773Z,yes,1,labels,0.9631552252947682,0,0.75,4,802,802,1904.7499694824219,1686.1500244140625,0.11476569028519769,60.0,5192.7001953125,3.0,2.0,3.0,4.0,5.0,0.0024,0.0143,32.0,16.0,16.0,0.9631552252947682
AMSF_W_scan_rdp_wiggle_base_v1_9797e66f_0_1058,AMSF,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:28:20.930363Z,2026-02-26T05:35:04.439Z,no,0,labels,1.0,1,1.0,3,1059,1059,,,,,36.88999938964844,,,,,,,,,,,1.0
MGC=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_801,MGC=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:55.484903Z,2026-02-24T01:20:25.367Z,yes,1,labels,0.9631552252947682,0,0.75,4,802,802,1904.7499694824219,1686.1500244140625,0.11476569028519769,60.0,5192.7001953125,3.0,2.0,3.0,4.0,5.0,0.0024,0.0143,32.0,16.0,16.0,0.9631552252947682
ES=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_0fd28b78_0_1326,ES=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-23T07:08:57.234233Z,2026-02-23T07:30:02.497Z,no,0,labels,0.7636511168425276,0,0.75,4,1327,1327,4808.25,2174.0,0.5478604481880102,540.0,6923.25,1.8028850716522729,2.0,3.0,9.0,10.0,0.1042,0.2057,13.0,6.0,7.0,0.7636511168425276
LPRO_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_412,LPRO,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:53.610478Z,2026-02-23T07:40:32.468Z,yes,1,labels,0.8849018240286437,0,0.75,4,413,413,42.959999084472656,32.089999198913574,0.2530260734918848,45.0,1.4600000381469727,-2.0,8.0,7.0,14.0,17.0,0.0167,0.0378,40.0,20.0,20.0,0.8849018240286437
ENPH_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_725,ENPH,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:38.824966Z,2026-02-23T07:29:49.220Z,yes,1,labels,0.8630106788055377,0,0.75,4,726,726,140.63999938964844,93.94249725341797,0.3320357106007465,45.0,46.560001373291016,-1.0146687448484537,3.0,2.0,4.0,5.0,0.0596,0.0077,16.0,8.0,8.0,0.8630106788055377
CROX_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1045,CROX,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:33.860999Z,2026-02-23T07:26:28.976Z,no,0,labels,0.8444624263312063,0,1.0,4,1046,1046,161.82000732421875,73.40749931335449,0.5463632678851821,180.0,100.04000091552734,0.3012300205181399,2.0,2.0,3.0,4.0,0.0154,0.0063,10.0,5.0,5.0,0.8444624263312063
ACRS_W_scan_rdp_wiggle_base_v1_22bed501_0_542,ACRS,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T21:05:06.428031Z,2026-02-26T03:27:56.140Z,no,0,labels,1.0,1,1.0,3,543,543,,,,,3.2750000953674316,,,,,,,,,,,1.0
AOSL_W_scan_rdp_wiggle_base_v1_9797e66f_0_826,AOSL,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:28:42.407579Z,2026-02-26T22:17:17.979Z,no,0,labels,1.0,1,1.0,3,827,827,,,,,22.6299991607666,,,,,,,,,,,1.0
ATMU_W_scan_rdp_wiggle_base_v1_9797e66f_0_144,ATMU,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:30:05.780905Z,2026-02-27T04:18:19.002Z,no,0,labels,1.0,1,1.0,3,145,145,,,,,64.66000366210938,,,,,,,,,,,1.0
SMCI_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_986,SMCI,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:09.279864Z,2026-02-23T23:17:35.654Z,no,0,labels,0.8321653193370666,0,1.0,4,987,987,64.4000015258789,27.675000190734863,0.5702639823756251,60.0,32.41999816894531,0.12920348007366078,2.0,2.0,5.0,6.0,0.0138,0.0291,12.0,6.0,6.0,0.8321653193370666
PRCT_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_231,PRCT,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:02.235597Z,2026-02-23T22:57:13.984Z,yes,1,labels,0.9187083170721883,0,1.0,4,232,232,38.78000068664551,25.290000915527344,0.3478597094446069,45.0,27.270000457763672,0.1467753577339171,3.0,3.0,6.0,8.0,0.0734,0.0315,35.0,18.0,17.0,0.9187083170721883
ARDX_W_scan_rdp_wiggle_base_v1_9797e66f_0_610,ARDX,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:29:07.987055Z,2026-02-26T22:22:16.981Z,no,0,labels,1.0,1,1.0,3,611,611,,,,,6.559999942779541,,,,,,,,,,,1.0
ADTN_W_scan_rdp_wiggle_base_v1_9797e66f_0_1646,ADTN,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:26:41.680782Z,2026-02-26T03:43:36.915Z,no,0,labels,1.0,1,1.0,3,1647,1647,,,,,10.6899995803833,,,,,,,,,,,1.0
SIG_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_1963,SIG,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:22:40.300816Z,2026-02-24T20:26:35.861Z,no,0,labels,0.8155391026647433,0,1.0,4,1964,1964,109.8745795200181,45.668935625161076,0.5843539440636436,240.0,94.48999786376953,0.7603858364625653,3.0,2.0,4.0,7.0,0.0146,0.0921,24.0,12.0,12.0,0.8155391026647433
ARLO_W_scan_rdp_wiggle_base_v1_9797e66f_0_395,ARLO,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:29:16.823128Z,2026-02-26T22:24:15.670Z,no,0,labels,1.0,1,1.0,3,396,396,,,,,11.90999984741211,,,,,,,,,,,1.0
DBA_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_998,DBA,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:35.658843Z,2026-02-05T22:02:40.267Z,no,0,labels,0.9509178847148442,0,1.0,4,999,999,26.221893339344298,21.02135352773101,0.19832815824211317,120.0,26.030000686645508,0.9631013972299037,2.0,2.0,3.0,4.0,0.0019,0.0706,15.0,8.0,7.0,0.9509178847148442
XPOF_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_239,XPOF,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:16.413937Z,2026-02-23T23:20:39.231Z,yes,1,labels,0.8310168292257922,0,1.0,4,240,240,18.46250057220459,7.8500001430511475,0.5748138172101469,60.0,8.289999961853027,0.041460523063270076,2.0,2.0,4.0,5.0,0.0047,0.0132,17.0,8.0,9.0,0.8310168292257922
ZF=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1326,ZF=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:17.653889Z,2026-02-24T01:17:06.354Z,yes,1,labels,1.0,0,1.0,4,1327,1327,125.37890625,113.4375,0.09524254603233948,360.0,109.5859375,-0.3225384363755316,2.0,2.0,3.0,4.0,0.0034,0.011,22.0,11.0,11.0,1.0
AORT_W_scan_rdp_wiggle_base_v1_9797e66f_0_1724,AORT,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:28:40.782539Z,2026-02-26T22:17:14.498Z,no,0,labels,1.0,1,1.0,3,1725,1725,,,,,35.779998779296875,,,,,,,,,,,1.0
DBA_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_998,DBA,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:35.658843Z,2026-02-24T01:22:13.792Z,yes,1,labels,0.9509178847148442,0,1.0,4,999,999,26.221893339344298,21.02135352773101,0.19832815824211317,120.0,26.030000686645508,0.9631013972299037,2.0,2.0,3.0,4.0,0.0019,0.0706,15.0,8.0,7.0,0.9509178847148442
AMAL_W_scan_rdp_wiggle_base_v1_9797e66f_0_394,AMAL,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:27:54.861892Z,2026-02-26T05:31:09.222Z,no,0,labels,1.0,1,1.0,3,395,395,,,,,39.95000076293945,,,,,,,,,,,1.0
ALMU_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_156,ALMU,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T03:58:35.783373Z,2026-02-24T20:30:33.706Z,yes,1,labels,0.8092484633683767,0,1.0,4,157,157,23.780000686645508,12.119999885559082,0.4903280262575647,45.0,15.630000114440918,0.3010291584675355,4.0,3.0,10.0,13.0,0.0838,0.2694,16.0,8.0,8.0,0.8092484633683767
AIV_W_scan_rdp_wiggle_base_v1_9797e66f_0_1649,AIV,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:27:19.117951Z,2026-02-26T04:00:37.353Z,no,0,labels,1.0,1,1.0,3,1650,1650,,,,,5.75,,,,,,,,,,,1.0
PGNY_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_330,PGNY,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:00.295781Z,2026-02-23T22:57:09.285Z,yes,1,labels,0.868888201624542,0,0.75,4,331,331,44.23250102996826,29.456250190734863,0.33405867846410586,60.0,20.979999542236328,-0.5736401432759034,2.0,2.0,3.0,4.0,0.0107,0.0054,29.0,15.0,14.0,0.868888201624542
NEAR-USD_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_280,NEAR-USD,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:57.474435Z,2026-02-23T07:44:14.394Z,yes,1,labels,0.7666801799997705,0,0.75,4,281,281,8.507906913757324,3.4035986065864563,0.5999487722317669,60.0,0.9836183190345764,-0.4741054305344629,3.0,2.0,8.0,9.0,0.0061,0.045,29.0,15.0,14.0,0.7666801799997705
ZT=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1342,ZT=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:18.457729Z,2026-02-24T01:17:13.979Z,no,0,labels,1.0,0,1.0,4,1343,1343,108.90234375,101.068359375,0.07193586570536964,360.0,104.3203125,0.4151084517576664,2.0,3.0,4.0,5.0,0.1032,0.0147,14.0,7.0,7.0,1.0
CPER_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_744,CPER,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:33.206815Z,2026-02-05T22:02:30.642Z,yes,1,labels,0.9422771306835775,0,1.0,4,745,745,30.875,20.494999885559082,0.3361943356903941,180.0,36.16999816894531,1.5101154249101383,2.0,2.0,5.0,6.0,0.0004,0.0001,12.0,6.0,6.0,0.9422771306835775
ACH_W_scan_rdp_wiggle_base_v1_22bed501_0_2397,ACH,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T21:04:45.176964Z,2026-02-26T03:25:33.518Z,no,0,labels,1.0,1,1.0,3,2398,2398,,,,,2.575000047683716,,,,,,,,,,,1.0
OPAL_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_247,OPAL,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:59.120083Z,2026-02-23T22:53:43.346Z,yes,1,labels,0.8750060487342046,0,0.75,4,248,248,8.57325005531311,6.0,0.30014872291265865,45.0,2.0999999046325684,-1.5155931260216697,5.0,3.0,10.0,11.0,0.041,0.0074,25.0,13.0,12.0,0.8750060487342046
ARVN_W_scan_rdp_wiggle_base_v1_9797e66f_0_387,ARVN,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:29:29.549520Z,2026-02-26T22:26:32.768Z,no,0,labels,1.0,1,1.0,3,388,388,,,,,13.295000076293945,,,,,,,,,,,1.0
ALDX_W_scan_rdp_wiggle_base_v1_9797e66f_0_617,ALDX,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:27:24.195057Z,2026-02-26T05:25:43.705Z,no,0,labels,1.0,1,1.0,3,618,618,,,,,5.489999771118164,,,,,,,,,,,1.0
DBA_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_998,DBA,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:35.658843Z,2026-02-23T07:27:16.728Z,no,0,labels,0.9509178847148442,0,1.0,4,999,999,26.221893339344298,21.02135352773101,0.19832815824211317,120.0,26.030000686645508,0.9631013972299037,2.0,2.0,3.0,4.0,0.0019,0.0706,15.0,8.0,7.0,0.9509178847148442
AMCX_W_scan_rdp_wiggle_base_v1_9797e66f_0_767,AMCX,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:28:03.587317Z,2026-02-26T05:32:33.224Z,no,0,labels,1.0,1,1.0,3,768,768,,,,,7.519999980926514,,,,,,,,,,,1.0
ATRC_W_scan_rdp_wiggle_base_v1_9797e66f_0_1073,ATRC,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:30:10.732371Z,2026-02-27T04:18:29.187Z,no,0,labels,1.0,1,1.0,3,1074,1074,,,,,31.190000534057617,,,,,,,,,,,1.0
ASO_W_scan_rdp_wiggle_base_v1_9797e66f_0_282,ASO,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:29:44.198130Z,2026-02-26T22:35:11.138Z,no,0,labels,1.0,1,1.0,3,283,283,,,,,61.189998626708984,,,,,,,,,,,1.0
STRA_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_1544,STRA,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:24:28.532572Z,2026-02-24T20:22:22.047Z,no,0,labels,0.8178413037956557,0,0.75,4,1545,1545,159.17453748346594,86.7459045904058,0.45502650133714745,240.0,74.91000366210938,-0.16341466703882104,2.0,2.0,4.0,5.0,0.0087,0.0023,19.0,10.0,9.0,0.8178413037956557
MNQ=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_355,MNQ=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:56.344327Z,2026-02-23T07:42:26.442Z,no,0,labels,0.9672638539159787,0,1.0,4,356,356,21985.875,16675.875,0.24151870234866704,45.0,24838.25,1.5371704331450093,2.0,2.0,3.0,4.0,0.0116,0.0542,12.0,6.0,6.0,0.9672638539159787
SBRA_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_1247,SBRA,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T04:21:46.385366Z,2026-02-24T20:29:33.233Z,yes,1,labels,0.8109992739309817,0,0.75,4,1248,1248,14.05667749197497,6.414084912162242,0.5436983657180671,540.0,20.43000030517578,1.8339215713310968,4.0,2.0,9.0,10.0,0.0001,0.001,20.0,10.0,10.0,0.8109992739309817
ARQT_W_scan_rdp_wiggle_base_v1_9797e66f_0_317,ARQT,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:29:24.355830Z,2026-02-26T22:24:51.795Z,no,0,labels,1.0,1,1.0,3,318,318,,,,,27.010000228881836,,,,,,,,,,,1.0
VERX_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_290,VERX,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:12.910409Z,2026-02-23T23:18:58.406Z,yes,1,labels,0.8672073114855275,0,1.0,4,291,291,23.324999809265137,11.299999952316284,0.5155412628201734,120.0,12.739999771118164,0.11975050610663844,2.0,2.0,6.0,7.0,0.0298,0.0042,11.0,6.0,5.0,0.8672073114855275
AHH_W_scan_rdp_wiggle_base_v1_9797e66f_0_668,AHH,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:27:03.855660Z,2026-02-26T03:58:07.122Z,no,0,labels,1.0,1,1.0,3,669,669,,,,,5.949999809265137,,,,,,,,,,,1.0
EWJ_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1561,EWJ,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:41.087368Z,2026-02-23T07:31:07.424Z,yes,1,labels,0.7631060000586798,0,0.75,4,1562,1562,44.03650529944522,18.555683415273577,0.5786295190979347,720.0,91.47000122070312,2.861537125328088,2.0,2.0,4.0,5.0,0.0105,0.0117,11.0,5.0,6.0,0.7631060000586798
CCJ_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_1562,CCJ,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:32.249611Z,2026-02-23T07:25:24.291Z,no,0,labels,0.8592838495087638,0,0.75,4,1563,1563,60.82672366851819,35.02208439311233,0.4242319447621581,60.0,121.3499984741211,3.0,2.0,2.0,3.0,4.0,0.005,0.005,9.0,4.0,5.0,0.8592838495087638
FLXS_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_2396,FLXS,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:42.343974Z,2026-02-23T07:31:54.429Z,no,0,labels,0.8262851458033734,0,1.0,4,2397,2397,47.64062238168907,16.842643652983078,0.6464646595495226,540.0,53.33000183105469,1.1847322351730405,3.0,2.0,13.0,14.0,0.0107,0.0138,16.0,8.0,8.0,0.8262851458033734
MGC=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_801,MGC=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:55.484903Z,2026-02-24T01:20:23.070Z,yes,1,labels,0.9631552252947682,0,0.75,4,802,802,1904.7499694824219,1686.1500244140625,0.11476569028519769,60.0,5192.7001953125,3.0,2.0,3.0,4.0,5.0,0.0024,0.0143,32.0,16.0,16.0,0.9631552252947682
MNQ=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_355,MNQ=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:56.344327Z,2026-02-24T01:20:11.007Z,no,0,labels,0.9672638539159787,0,1.0,4,356,356,21985.875,16675.875,0.24151870234866704,45.0,24838.25,1.5371704331450093,2.0,2.0,3.0,4.0,0.0116,0.0542,12.0,6.0,6.0,0.9672638539159787
MES=F_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_356,MES=F,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:55.248253Z,2026-02-24T01:19:24.987Z,no,0,labels,0.988947783820629,0,1.0,4,357,357,6055.0,4904.25,0.19004954582989264,45.0,6858.0,1.697805778839887,2.0,2.0,3.0,4.0,0.0114,0.0391,15.0,7.0,8.0,0.988947783820629
ACNB_W_scan_rdp_wiggle_base_v1_22bed501_0_1664,ACNB,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T21:04:58.742465Z,2026-02-26T03:27:18.592Z,no,0,labels,1.0,1,1.0,3,1665,1665,,,,,50.970001220703125,,,,,,,,,,,1.0
SEMR_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_256,SEMR,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:16:08.295216Z,2026-02-23T23:08:53.563Z,yes,1,labels,0.8640946373392395,0,1.0,4,257,257,14.772500038146973,7.284999847412109,0.5068539632018899,120.0,11.819999694824219,0.6056760910702588,2.0,2.0,4.0,5.0,0.0226,0.0586,16.0,8.0,8.0,0.8640946373392395
AUB_W_scan_rdp_wiggle_base_v1_9797e66f_0_1690,AUB,W,rdp_wiggle_base,scan_rdp_wiggle_base_v1,2026-02-25T23:30:15.537954Z,2026-02-27T04:19:31.318Z,no,0,labels,1.0,1,1.0,3,1691,1691,,,,,39.09000015258789,,,,,,,,,,,1.0
AMPH_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_45bf43ee_0_609,AMPH,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T03:58:42.220495Z,2026-02-24T20:27:29.934Z,no,0,labels,0.8144249759240016,0,1.0,4,610,610,66.35499954223633,25.167500019073486,0.6207143366333104,180.0,27.549999237060547,0.05784520171337911,2.0,2.0,7.0,8.0,0.0252,0.0054,10.0,5.0,5.0,0.8144249759240016
DNUT_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_242,DNUT,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:37.328412Z,2026-02-23T07:28:57.686Z,yes,1,labels,0.887803940097038,0,0.75,4,243,243,14.935387761862982,11.188199927990684,0.25089324051168044,45.0,3.0299999713897705,-2.0,2.0,3.0,4.0,5.0,0.0666,0.1153,20.0,10.0,10.0,0.887803940097038
ATOM-USD_W_scan_base_box_detector_rdp_hybrid_v1_pattern_v1_6a4f6c82_0_363,ATOM-USD,W,base_box_detector_rdp_hybrid_v1_pattern,scan_base_box_detector_rdp_hybrid_v1_pattern_v1,2026-02-24T01:15:30.329460Z,2026-02-23T07:23:02.799Z,no,0,labels,0.7784981376706077,0,0.75,4,364,364,44.52104949951172,21.384303092956543,0.5196810647244272,45.0,2.188035249710083,-0.8296874377206171,3.0,2.0,6.0,9.0,0.003,0.1041,28.0,14.0,14.0,0.7784981376706077
