date,close,high,low,open,volume
2021-02-19,26.02085876464844,26.16199570056213,25.255758744728247,25.37460926077041,37700
2021-02-22,27.045948028564453,27.11280162536907,25.96143664361849,25.96143664361849,30400
2021-02-23,27.580780029296875,28.598437936480003,27.03109452086769,27.03109452086769,62000
2021-02-24,28.331024169921875,28.531584988411783,27.56592399220216,27.56592399220216,38300
2021-02-25,27.09794807434082,28.76185843429716,27.03852422235327,28.613294553897788,46200
2021-02-26,26.310562133789062,27.24651261960993,26.2288546895149,27.24651261960993,85300
2021-03-01,27.24650764465332,27.558489193881773,26.49626144244605,26.72653556231935,31500
2021-03-02,26.68939781188965,27.13508659080229,26.622544211690737,27.13508659080229,21300
2021-03-03,28.02646255493164,28.24187999194551,26.912237950042982,26.919667700902608,40500
2021-03-04,27.766481399536133,29.526955700732213,27.54363701757537,28.58357841126561,96800
2021-03-05,29.044130325317383,29.044130325317383,27.736774248135355,28.27903007088601,48800
2021-03-08,31.39142417907715,31.59198497497963,28.99955696558619,29.304111618559578,56200
2021-03-09,30.51490974426269,31.539994694564378,30.35891609215533,31.539994694564378,44300
2021-03-10,31.63656044006348,31.66627378538409,30.28463439780201,30.39605519232344,58200
2021-03-11,31.198287963867188,31.73311666429176,31.012583868844168,31.65140640910249,38300
2021-03-12,31.42113876342773,31.68112625001955,30.94573663592524,31.40628209274076,52900
2021-03-15,31.53999137878418,31.614274737126102,30.65604066666813,31.287433627662395,57300
2021-03-16,30.544618606567383,31.42114244444325,30.37377112408249,31.42114244444325,47700
2021-03-17,30.50004768371582,30.663465393142328,30.158349927016364,30.663465393142328,20800
2021-03-18,30.27720642089844,31.034879769300083,29.98008145112297,30.3886300555772,22200
2021-03-19,29.38582992553711,30.30692105465325,29.348686823320104,30.06179301502201,141000
2021-03-22,29.133262634277344,29.35610700682556,28.48701027018161,29.19268647793423,65600
2021-03-23,28.90299224853516,29.274400528692954,28.70243143721551,28.71728810845625,34800
2021-03-24,28.82128143310547,30.06921345772585,28.82128143310547,29.34125358230067,25800
2021-03-25,29.348678588867188,29.675519661500463,28.40530413000313,28.68757235903361,34700
2021-03-26,30.492618560791016,30.492618560791016,29.3932504158383,29.68294841458405,33400
2021-03-29,29.898357391357425,30.500039640951087,29.52694922500516,30.38861605759764,43100
2021-03-30,30.24005508422852,30.55203944695185,30.12863432395709,30.4109025168738,33200
2021-03-31,29.79437255859375,30.128640576012064,29.46753145995349,29.80922922977016,51500
2021-04-01,30.544618606567383,30.544618606567383,29.40068316585899,29.905795860289658,26800
2021-04-05,30.3663387298584,31.00516136096125,29.801796613880065,31.00516136096125,54500
2021-04-06,30.45547866821289,30.462905586948803,29.92064984337847,30.26977452999208,31500
2021-04-07,30.121206283569336,30.425760912730592,29.868648578878062,30.30691039485352,30900
2021-04-08,30.284629821777344,30.314343162608253,29.82408437337885,29.890937973438323,14200
2021-04-09,30.3663387298584,30.477759502545165,30.05435433237142,30.247488205487173,23900
2021-04-12,30.45547866821289,30.59661279315741,29.727518786421747,30.59661279315741,35400
2021-04-13,30.50004768371582,30.589184873732112,30.21777660944068,30.440621001291504,111900
2021-04-14,30.01841926574707,30.627969559086768,30.01841926574707,30.07109613262747,26000
2021-04-15,30.409744262695312,30.409744262695312,29.920598500582543,30.37211832807313,25100
2021-04-16,30.43984031677246,30.6505478067584,30.03347341122166,30.6505478067584,84600
2021-04-19,30.718286514282227,30.725813424835376,29.92060336548949,30.4022251672565,26200
2021-04-20,30.54520034790039,31.00424422041789,30.10873146233462,30.710757907346007,24100
2021-04-21,30.936508178710938,31.11711376774393,30.311906912509475,30.36458378186694,29100
2021-04-22,30.567766189575195,31.12463962340265,30.49251434180007,31.12463962340265,21200
2021-04-23,31.14721870422364,31.463282821972687,30.77848058263649,30.91393622300404,36800
2021-04-26,31.207420349121094,31.44822972201748,30.944033123927184,31.37297499881601,24200
2021-04-27,31.05691909790039,31.55358887348428,30.883837510874528,31.169796896043525,17300
2021-04-28,31.666467666625977,31.666467666625977,31.207423850946665,31.312777604576443,22600
2021-04-29,32.577022552490234,32.592073496122666,31.990047233521512,32.00509817715394,33700
2021-04-30,32.49425506591797,32.68991165963961,32.28354752334466,32.51683005385797,61000
2021-05-03,32.96835708618164,33.29194538026567,32.56951403145273,32.73507163419588,59700
2021-05-04,32.65980911254883,33.15647888842285,32.52435345815821,32.79526476693944,34700
2021-05-05,32.23086929321289,32.81031501111831,31.96748200530831,32.81031501111831,49300
2021-05-06,33.24678421020508,33.3747129652982,32.08036298330216,32.17818984166459,54400
2021-05-07,33.02854537963867,33.81870140452163,32.81783787184975,33.11132414931989,55800
2021-05-10,32.908138275146484,33.239250459006186,32.908138275146484,32.97586609351259,52000
2021-05-11,32.20075607299805,33.02101380335666,32.10292637928358,32.54691914838914,57300
2021-05-12,31.169788360595703,32.358787029365615,31.019284670951706,32.14807956732492,53400
2021-05-13,31.907276153564453,32.22333740541017,31.07949135319226,31.07949135319226,46000
2021-05-14,32.40394592285156,32.5394015654199,31.74924269354644,31.944902119778227,31300
2021-05-17,32.41899871826172,32.486723672735174,32.05778173702255,32.36631896921364,24300
2021-05-18,32.388893127441406,32.704954361603306,32.33621625508109,32.56197468957877,28700
2021-05-19,31.621315002441406,32.19323661273943,31.109594307118403,31.99005314218402,21200
2021-05-20,31.786869049072266,31.786869049072266,31.19236964915116,31.470804950495225,26400
2021-05-21,31.779346466064453,32.11045868378523,31.53101302044251,32.11045868378523,26900
2021-05-24,31.89974594116211,31.99757564403227,31.69656249858905,31.801916238291945,33700
2021-05-25,31.907276153564453,32.313640210126884,31.839548332358312,31.99757895828117,39800
2021-05-26,32.381370544433594,32.69743469148328,31.77934701514208,32.17066302685022,34400
2021-05-27,32.88556289672852,33.08121944150083,32.65980446178378,32.757631298832806,32700
2021-05-28,33.4499626159668,33.45748665366686,32.885565056205856,33.021020700202435,81800
2021-06-01,34.21001434326172,34.31536808774863,33.44243337113303,33.44243337113303,44900
2021-06-02,33.991783142089844,34.48845576252026,33.80365061762663,34.48845576252026,28600
2021-06-03,33.59294891357422,33.81870740780536,33.17905786237129,33.81870740780536,38800
2021-06-04,33.33708572387695,33.57789514693999,32.9758715892824,33.57789514693999,35200
2021-06-07,33.826229095458984,34.082089448267055,33.31450838984283,33.31450838984283,39100
2021-06-08,34.53360366821289,34.654008361849705,33.98425707407777,33.98425707407777,30600
2021-06-09,34.92491912841797,35.082949748249106,34.66153476203275,34.70668472731347,32100
2021-06-10,34.78194808959961,35.2184141295005,34.64649241877778,35.2184141295005,32100
2021-06-11,34.909881591796875,34.977609436406155,34.638970213359734,34.714224968856385,45300
2021-06-14,35.4140739440918,35.474274870228406,34.98513193917143,34.98513193917143,36500
2021-06-15,35.48931884765625,35.71507730000026,35.015224088261704,35.5419957241807,32000
2021-06-16,35.76774597167969,35.970929393382924,35.30870226383242,35.30870226383242,50100
2021-06-17,34.977596282958984,35.99351357005901,34.69163406095961,35.99351357005901,57000
2021-06-18,34.05198669433594,34.72926492602899,33.85633013333266,34.42072770285204,97800
2021-06-21,35.368919372558594,35.60220476782056,34.03694057511104,34.353004751616766,76000
2021-06-22,34.60133743286133,35.3388166669318,34.51103461478684,35.2108879138825,47500
2021-06-23,34.285274505615234,34.66906361720687,34.202495730198,34.57123389437971,47400
2021-06-24,34.44330596923828,34.49598285109256,33.81870455485932,34.21002058483022,44000
2021-06-25,34.8797721862793,34.955026925587184,34.21754770441857,34.35300336449799,131800
2021-06-28,34.24011993408203,34.80451751541305,33.796127055274646,34.80451751541305,55100
2021-06-29,34.4131965637207,34.654005934124164,34.11218628605344,34.30031878609828,19800
2021-06-30,34.20248794555664,34.89481414478839,34.15733511360386,34.240113870180274,39200
2021-07-01,34.92491912841797,35.25603131339858,34.24764094246412,34.601330980759386,35800
2021-07-02,34.65401077270508,35.21840835164384,34.39815042209253,34.90234708536191,14600
2021-07-06,34.42071533203125,34.518542142036644,33.77353922560316,34.518542142036644,21200
2021-07-07,34.05198669433594,34.57875833335559,33.66819761015953,34.11219047967509,39000
2021-07-08,33.29945755004883,33.826229204071524,33.10380098347304,33.60047074396881,39800
2021-07-09,34.330421447753906,34.526080876142665,33.54026543784408,33.54026543784408,36100
2021-07-12,34.78194808959961,35.10553631759898,34.127244723735764,34.29280229266801,32200
2021-07-13,33.9240608215332,34.8496725692359,33.88643201718107,34.8496725692359,32100
2021-07-14,34.134765625,34.33042218692703,33.86385433104373,34.1046637321883,39800
2021-07-15,33.92909622192383,34.08145017322034,33.51774142519622,33.89100846057718,49300
2021-07-16,33.639617919921875,34.34044480674806,33.555823116571084,34.150003128554225,32600
2021-07-19,32.375083923339844,32.84737845162574,31.978964900745165,32.84737845162574,48400
2021-07-20,33.92909622192383,34.31759603711551,32.61885630904771,32.61885630904771,50400
2021-07-21,34.50802993774414,34.736559359998886,34.287116903670544,34.287116903670544,36400
2021-07-22,33.65485763549805,34.53850701196219,33.44918024969479,34.332829626158926,34300
2021-07-23,34.04335403442383,34.13476813405537,33.647234987082186,33.647234987082186,13600
2021-07-26,34.11191177368164,34.11953106796353,33.64723362340387,34.11953106796353,10500
2021-07-27,34.47755813598633,34.50802950014302,33.76911780775323,33.76911780775323,22000
2021-07-28,34.23379898071289,34.51565478925475,33.9443296886733,34.51565478925475,19400
2021-07-29,34.46993637084961,34.89652668477071,34.2794947334416,34.538495476552846,24200
2021-07-30,34.73656463623047,35.361213174697326,34.43947605158278,34.59944638086851,76500
2021-08-02,34.16523742675781,35.231712034489966,34.09667830331918,35.163152911051334,25500
2021-08-03,34.66038513183594,34.98794504797219,34.14238353915113,34.27950177873884,41000
2021-08-04,33.921470642089844,34.56897408867127,33.85291152200262,34.25664985403155,23500
2021-08-05,34.84320831298828,34.88891245281425,33.92146844573888,33.92146844573888,15100
2021-08-06,35.5668830871582,36.04679688012245,35.1783833825075,35.536414630296115,14600
2021-08-09,34.87367630004883,35.21647187366126,34.416617472505024,35.21647187366126,13800
2021-08-10,35.391685485839844,35.53642304030181,34.82036037526207,34.82036037526207,23300
2021-08-11,35.52879333496094,35.52879333496094,35.2317048294526,35.38405872881581,23100
2021-08-12,35.47547149658203,35.72685587768825,35.0869717964013,35.72685587768825,14400
